"PitchNo","Date","Time","PAofInning","PitchofPA","Pitcher","PitcherThrows","PitcherTeam","Batter","BatterSide","BatterTeam","PitcherSet","Inning","Top.Bottom","Outs","Balls","Strikes","TaggedPitchType","AutoPitchType","PitchCall","KorBB","TaggedHitType","PlayResult","OutsOnPlay","RunsScored","RelSpeed","VertRelAngle","HorzRelAngle","SpinRate","SpinAxis","Tilt","RelHeight","RelSide","Extension","VertBreak","InducedVertBreak","HorzBreak","PlateLocHeight","PlateLocSide","ZoneSpeed","VertApprAngle","HorzApprAngle","ZoneTime","ExitSpeed","Angle","Direction","HitSpinRate","PositionAt110X","PositionAt110Y","PositionAt110Z","Distance","LastTrackedDistance","Bearing","HangTime","pfxx","pfxz","x0","y0","z0","vx0","vy0","vz0","ax0","ay0","az0","HomeTeam","AwayTeam","Stadium","Level","League","EffectiveVelo","MaxHeight","SpeedDrop","ContactPositionX","ContactPositionY","ContactPositionZ","UTCDate","UTCTime","AutoHitType","System","Catcher","CatcherThrows","CatcherTeam","PitchTrajectoryXc0","PitchTrajectoryXc1","PitchTrajectoryXc2","PitchTrajectoryYc0","PitchTrajectoryYc1","PitchTrajectoryYc2","PitchTrajectoryZc0","PitchTrajectoryZc1","PitchTrajectoryZc2","HitSpinAxis","HitTrajectoryXc0","HitTrajectoryXc1","HitTrajectoryXc2","HitTrajectoryXc3","HitTrajectoryXc4","HitTrajectoryXc5","HitTrajectoryXc6","HitTrajectoryXc7","HitTrajectoryXc8","HitTrajectoryYc0","HitTrajectoryYc1","HitTrajectoryYc2","HitTrajectoryYc3","HitTrajectoryYc4","HitTrajectoryYc5","HitTrajectoryYc6","HitTrajectoryYc7","HitTrajectoryYc8","HitTrajectoryZc0","HitTrajectoryZc1","HitTrajectoryZc2","HitTrajectoryZc3","HitTrajectoryZc4","HitTrajectoryZc5","HitTrajectoryZc6","HitTrajectoryZc7","HitTrajectoryZc8","ThrowSpeed","PopTime","ExchangeTime","TimeToBase","CatchPositionX","CatchPositionY","CatchPositionZ","ThrowPositionX","ThrowPositionY","ThrowPositionZ","BasePositionX","BasePositionY","BasePositionZ","ThrowTrajectoryXc0","ThrowTrajectoryXc1","ThrowTrajectoryXc2","ThrowTrajectoryYc0","ThrowTrajectoryYc1","ThrowTrajectoryYc2","ThrowTrajectoryZc0","ThrowTrajectoryZc1","ThrowTrajectoryZc2","PitchReleaseConfidence","PitchLocationConfidence","PitchMovementConfidence","HitLaunchConfidence","HitLandingConfidence","CatcherThrowCatchConfidence","CatcherThrowReleaseConfidence","CatcherThrowLocationConfidence"
11,2024-06-01,1899-12-31 00:39:53.5,2,6,"Pitcher 1","Right","Visitors","Hitter 2","Left","USA","Undefined",1,"Top",1,3,2,"Sinker","Sinker","BallCalled","Walk","Undefined","Undefined",0,0,92.18238,0.032257,-1.687577,2150.739639,241.64121,1899-12-31 02:00:00,6.89883,1.52019,5.25822,-23.99316,9.77977,16.08056,4.92972,"1.2741899999999999",83.89505,-4.406641,1.164415,0.418269,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-8.48571,5.20886,-1.37776,50,6.88434,3.17076,-133.7208,-0.83688,-15.31787,29.65695,-22.77139,"Visitors","USA","Coleman Field","USA Baseball","USA",90.11529,NA,8.28734,NA,NA,NA,2024-06-01,1899-12-31 00:39:53.5,NA,"v3","Catcher 1","Right","Visitors",55.2411,-134.87817,14.82847,6.89966,0.05178,-11.38569,-1.51316,3.76855,-7.65893,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"High","High","High",NA,NA,NA,NA,NA
12,2024-06-01,1899-12-31 00:40:35.6,3,1,"Pitcher 1","Right","Visitors","Hitter 3","Right","USA","Undefined",1,"Top",1,0,0,"Sinker","Sinker","BallCalled","Undefined","Undefined","Undefined",0,0,91.09413,-0.847875,-2.916252,2090.443232,236.41835,1899-12-31 02:00:00,6.97315,1.49961,5.2471,-22.34974,12.22201,16.72804,4.31278,"0.15067",83.10269,-4.990316,0.046988,0.423187,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-9.12028,6.67398,-1.24434,50,6.8789,5.93413,-132.04758,-2.77909,-16.10213,28.13234,-20.39096,"Visitors","USA","Coleman Field","USA Baseball","USA",89.06807,NA,7.99144,NA,NA,NA,2024-06-01,1899-12-31 00:40:35.6,NA,"v3","Catcher 1","Right","Visitors",55.25229,-133.16187,14.06617,6.97299,-1.97144,-10.19548,-1.49202,6.57192,-8.05107,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"High","High","High",NA,NA,NA,NA,NA
13,2024-06-01,1899-12-31 00:40:56.5,3,2,"Pitcher 1","Right","Visitors","Hitter 3","Right","USA","Undefined",1,"Top",1,1,0,"Sinker","Sinker","BallCalled","Undefined","Undefined","Undefined",0,0,90.20578,-5.369877,-3.285567,2191.308766,229.864139,1899-12-31 01:45:00,6.84108,1.41246,5.53846,-21.77828,13.43953,14.54131,-0.01591,"-0.45007000000000003",82.67821,-9.38172,-0.694056,0.427123,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-8.35973,8.683,-1.13741,50,6.35889,6.84806,-130.2366,-13.01325,-14.32878,27.87378,-17.29119,"Visitors","USA","Coleman Field","USA Baseball","USA",88.24731,NA,7.52757,NA,NA,NA,2024-06-01,1899-12-31 00:40:56.5,NA,"v3","Catcher 1","Right","Visitors",54.96315,-131.29454,13.93689,6.84034,-12.35697,-8.64559,-1.40765,7.39191,-7.16439,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"High","High","High",NA,NA,NA,NA,NA
14,2024-06-01,1899-12-31 00:41:21.8,3,3,"Pitcher 1","Right","Visitors","Hitter 3","Right","USA","Undefined",1,"Top",1,2,0,"Slider","Slider","BallCalled","Undefined","Undefined","Undefined",0,0,79.68909,0.565925,-0.388132,2534.039947,94.228433,1899-12-31 09:15:00,6.6295,1.85808,5.20555,-43.08798,1.36106,-2.43264,3.57111,"1.2903199999999999",74.20264,-7.238648,-0.819666,0.479847,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.12661,0.91622,-1.82025,50,6.64908,0.88308,-115.87452,-0.37972,1.55565,18.48601,-30.90889,"Visitors","USA","Coleman Field","USA Baseball","USA",78.55098,NA,5.48645,NA,NA,NA,2024-06-01,1899-12-31 00:41:21.8,NA,"v3","Catcher 1","Right","Visitors",55.29675,-116.71648,9.24301,6.63431,1.02804,-15.45445,-1.85886,0.81222,0.77783,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"High","High","High",NA,NA,NA,NA,NA
15,2024-06-01,1899-12-31 00:41:43.7,3,4,"Pitcher 1","Right","Visitors","Hitter 3","Right","USA","Undefined",1,"Top",1,3,0,"Slider","Slider","StrikeCalled","Undefined","Undefined","Undefined",0,0,79.72297,0.424222,-0.789492,2499.116306,41.003088,1899-12-31 07:15:00,6.6231,1.88792,4.56832,-46.84388,-1.02776,-2.04288,3.12319,"0.96635000000000004",73.79659,-7.961646,-1.147795,0.48717,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.79898,-0.22532,-1.80404,50,6.62291,1.68331,-115.73393,-0.94937,1.09264,19.92115,-32.4822,"Visitors","USA","Coleman Field","USA Baseball","USA",77.37021,NA,5.92639,NA,NA,NA,2024-06-01,1899-12-31 00:41:43.8,NA,"v3","Catcher 1","Right","Visitors",55.93365,-116.75082,9.96058,6.62905,0.7087,-16.2411,-1.88854,1.62754,0.54632,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"High","High","High",NA,NA,NA,NA,NA
16,2024-06-01,1899-12-31 00:42:06.3,3,5,"Pitcher 1","Right","Visitors","Hitter 3","Right","USA","Undefined",1,"Top",1,3,1,"Slider","Slider","BallCalled","Walk","Undefined","Undefined",0,0,78.90348,-1.84757,-0.518068,2511.318166,37.622092,1899-12-31 07:15:00,6.7038,1.88073,4.43504,-47.42337,-0.46811,-1.38354,0.98871,"1.27122",73.60099,-10.257404,-0.760635,0.493189,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.55276,0.53429,-1.82437,50,6.46104,1.09382,-114.51845,-5.51387,0.7413,19.19235,-31.45752,"Visitors","USA","Coleman Field","USA Baseball","USA",76.42595,NA,5.30249,NA,NA,NA,2024-06-01,1899-12-31 00:42:06.3,NA,"v3","Catcher 1","Right","Visitors",56.06848,-115.531,9.59617,6.70816,-3.85423,-15.72876,-1.88105,1.05471,0.37065,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"High","High","High",NA,NA,NA,NA,NA
17,2024-06-01,1899-12-31 00:42:55.3,4,1,"Pitcher 1","Right","Visitors","Hitter 4","Left","USA","Undefined",1,"Top",1,0,0,"Fastball","Four-Seam","BallCalled","Undefined","Undefined","Undefined",0,0,91.54874,-4.106568,-4.765366,2167.49503,224.252309,1899-12-31 01:30:00,6.84461,1.73055,4.98629,-20.6356,14.05914,12.62725,1.22697,"-1.7275799999999999",84.15332,-7.886113,-2.546444,0.423939,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-7.54571,8.38075,-1.28121,50,6.43038,10.42091,-132.14305,-10.30314,-13.41585,26.70392,-17.27357,"Visitors","USA","Coleman Field","USA Baseball","USA",88.91007,NA,7.39542,NA,NA,NA,2024-06-01,1899-12-31 00:42:55.3,NA,"v3","Catcher 1","Right","Visitors",55.51511,-133.2529,13.35196,6.84368,-9.58522,-8.63679,-1.72591,10.97848,-6.70792,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"High","High","High",NA,NA,NA,NA,NA
18,2024-06-01,1899-12-31 00:43:38.3,4,2,"Pitcher 1","Right","Visitors","Hitter 4","Left","USA","Undefined",1,"Top",1,1,0,"Sinker","Sinker","StrikeCalled","Undefined","Undefined","Undefined",0,0,90.99431,-3.063933,-3.291831,2033.540571,236.276206,1899-12-31 02:00:00,6.92775,1.53572,5.15002,-24.0934,10.30823,13.98879,2.02788,"-0.40106999999999998",84.43856,-7.451868,-0.817732,0.422144,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-7.82528,6.16642,-1.23902,50,6.62196,6.95196,-131.90408,-7.9989,-13.9823,24.32477,-21.15584,"Visitors","USA","Coleman Field","USA Baseball","USA",89.28807,NA,6.55575,NA,NA,NA,2024-06-01,1899-12-31 00:43:38.3,NA,"v3","Catcher 1","Right","Visitors",55.35307,-132.88758,12.16239,6.92807,-7.14352,-10.57792,-1.53153,7.51729,-6.99115,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"High","High","High",NA,NA,NA,NA,NA
19,2024-06-01,1899-12-31 00:43:55.8,4,3,"Pitcher 1","Right","Visitors","Hitter 4","Left","USA","Undefined",1,"Top",1,1,1,"Fastball","Four-Seam","FoulBallNotFieldable","Undefined","Undefined","Undefined",0,0,91.58863,-3.356465,-2.56711,2128.064391,226.507982,1899-12-31 01:30:00,6.81072,1.696,5.23455,-19.6334,14.26391,13.99883,2.01281,"0.44792999999999999",84.75089,-6.969497,-0.086051,0.419039,70.77575,22.033827,-159.960906,2680.941596,NA,NA,NA,NA,52.66295,NA,NA,-7.6826,8.26918,-1.47065,50,6.48669,5.31645,-132.7894,-8.51588,-13.88154,25.24944,-17.23264,"Visitors","USA","Coleman Field","USA Baseball","USA",89.94978,17.26944,6.83774,2.33236,2.12286,-0.44302,2024-06-01,1899-12-31 00:43:55.8,NA,"v3","Catcher 1","Right","Visitors",55.26797,-133.78733,12.62472,6.80981,-7.83479,-8.61632,-1.69161,5.8651,-6.94077,24.628212,2.33236,-90.39724,5.23016,-0.13956,0.03229,0.01165,0.00016,-0.00195,"7.9000000000000001E-4",2.12286,38.94258,-23.72296,2.25364,-0.45211,0.09075,-0.01422,0.00298,"-3.8999999999999999E-4",-0.44302,-32.97177,4.37445,-0.62876,0.12974,-0.02007,0.00449,"-1.72E-3","4.4999999999999999E-4",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"High","High","High","High","Low",NA,NA,NA
20,2024-06-01,1899-12-31 00:44:18.8,4,4,"Pitcher 1","Right","Visitors","Hitter 4","Left","USA","Undefined",1,"Top",1,1,2,"Slider","Slider","BallCalled","Undefined","Undefined","Undefined",0,1,79.24777,-2.070374,-1.748467,2830.090501,287.979673,1899-12-31 03:30:00,6.87718,1.56026,5.02033,-46.78581,-0.07528,5.39563,1.02275,"0.35931999999999997",72.21604,-10.515547,-0.79258,0.491902,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-3.26484,1.05823,-1.39737,50,6.64099,3.28091,-114.71815,-5.82016,-4.28177,24.36147,-30.78621,"Visitors","USA","Coleman Field","USA Baseball","USA",76.62585,NA,7.03173,NA,NA,NA,2024-06-01,1899-12-31 00:44:18.8,NA,"v3","Catcher 1","Right","Visitors",55.47975,-115.87598,12.18074,6.88284,-4.35698,-15.3931,-1.55814,3.48441,-2.14089,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"High","High","High",NA,NA,NA,NA,NA
21,2024-06-01,1899-12-31 00:45:08.5,4,5,"Pitcher 1","Right","Visitors","Hitter 4","Left","USA","Undefined",1,"Top",1,2,2,"Sinker","Sinker","InPlay","Undefined","GroundBall","Single",0,1,92.3787,-2.835559,-2.792433,2162.302716,236.263816,1899-12-31 02:00:00,6.88717,1.58157,5.48743,-23.261,10.48465,13.89052,2.29058,"0.12453",83.64271,-7.152799,-0.318767,0.4181,102.31598,-9.89181,16.645919,NA,NA,NA,NA,NA,15.52621,NA,NA,-7.92363,6.52567,-1.34658,50,6.6227,5.88733,-133.68978,-7.47271,-14.16108,32.18409,-20.51136,"Visitors","USA","Coleman Field","USA Baseball","USA",90.15171,2.30944,8.73598,2.52132,2.30944,-0.24955,2024-06-01,1899-12-31 00:45:08.5,NA,"v3","Catcher 1","Right","Visitors",55.01235,-134.89104,16.09205,6.88733,-6.70713,-10.25568,-1.57619,6.41589,-7.08054,180,2.52101,141.70133,NA,NA,NA,NA,NA,NA,NA,2.30949,-25.79078,NA,NA,NA,NA,NA,NA,NA,-0.24965,42.36669,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"High","High","High","Low","Low",NA,NA,NA
22,2024-06-01,1899-12-31 00:45:58.6,5,1,"Pitcher 1","Right","Visitors","Hitter 5","Left","USA","Undefined",1,"Top",1,0,0,"Sinker","Sinker","StrikeCalled","Undefined","Undefined","Undefined",0,0,90.86095,-2.245501,-3.884589,2068.093669,231.498545,1899-12-31 01:45:00,6.88445,1.73638,4.8752,-22.32115,12.99198,14.89095,2.89356,"-0.70413999999999999",83.05719,-6.344246,-1.268331,0.4277,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-8.39355,7.36016,-1.36718,50,6.64466,8.20212,-131.43808,-6.02793,-14.70515,27.4722,-19.27929,"Visitors","USA","Coleman Field","USA Baseball","USA",88.12818,NA,7.80377,NA,NA,NA,2024-06-01,1899-12-31 00:45:58.6,NA,"v3","Catcher 1","Right","Visitors",55.62462,-132.60848,13.7361,6.88397,-5.20657,-9.63965,-1.72996,8.82861,-7.35257,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"High","High","High",NA,NA,NA,NA,NA
23,2024-06-01,1899-12-31 00:46:14.4,5,2,"Pitcher 1","Right","Visitors","Hitter 5","Left","USA","Undefined",1,"Top",1,0,1,"Sinker","Sinker","BallCalled","Undefined","Undefined","Undefined",0,0,90.4933,-1.050829,-1.478911,2124.746673,230.366058,1899-12-31 01:45:00,6.85264,1.59521,4.80696,-23.45076,12.01197,13.16631,3.90236,"1.29091",82.88199,-5.348183,0.837536,0.428605,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-6.83382,6.52343,-1.4599,50,6.7282,2.74013,-131.23382,-3.33111,-11.95725,26.91098,-20.75988,"Visitors","USA","Coleman Field","USA Baseball","USA",87.94206,NA,7.61132,NA,NA,NA,2024-06-01,1899-12-31 00:46:14.4,NA,"v3","Catcher 1","Right","Visitors",55.69202,-132.39589,13.45549,6.85268,-2.43466,-10.37994,-1.58937,3.25647,-5.97863,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"High","High","High",NA,NA,NA,NA,NA
24,2024-06-01,1899-12-31 00:46:40.3,5,3,"Pitcher 1","Right","Visitors","Hitter 5","Left","USA","Undefined",1,"Top",1,1,1,"Fastball","Four-Seam","BallCalled","Undefined","Undefined","Undefined",0,0,90.74641,-1.227647,-2.024154,2095.893599,222.161073,1899-12-31 01:30:00,6.90173,1.77206,4.73701,-19.90064,15.62241,13.0941,4.07782,"0.94218999999999997",82.69874,-4.908495,0.275163,0.42897,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-6.94693,8.33685,-1.58024,50,6.76107,3.99337,-131.47234,-3.5727,-12.15116,28.04248,-17.59173,"Visitors","USA","Coleman Field","USA Baseball","USA",87.86736,NA,8.04767,NA,NA,NA,2024-06-01,1899-12-31 00:46:40.3,NA,"v3","Catcher 1","Right","Visitors",55.76117,-132.69548,14.02124,6.90017,-2.80539,-8.79586,-1.76598,4.52337,-6.07558,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"High","High","High",NA,NA,NA,NA,NA
25,2024-06-01,1899-12-31 00:47:21.8,5,4,"Pitcher 1","Right","Visitors","Hitter 5","Left","USA","Undefined",1,"Top",1,2,1,"Fastball","Four-Seam","StrikeCalled","Undefined","Undefined","Undefined",0,0,90.48616,-2.623718,-2.997615,2101.120456,222.49661,1899-12-31 01:30:00,6.8405,1.79563,5.13788,-19.64773,15.75194,13.32772,2.72741,"8.0939999999999998E-2",82.32942,-6.280763,-0.641808,0.428224,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-7.47095,8.94689,-1.52509,50,6.57942,6.22343,-130.93753,-6.70351,-12.91724,28.69983,-16.70493,"Visitors","USA","Coleman Field","USA Baseball","USA",88.02039,NA,8.15673,NA,NA,NA,2024-06-01,1899-12-31 00:47:21.8,NA,"v3","Catcher 1","Right","Visitors",55.36053,-132.10726,14.34992,6.83876,-6.02266,-8.35246,-1.78947,6.7499,-6.45862,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,80.31205,2.101075,0.854835,1.24624,-0.95172,2.46281,-0.05655,-1.29154,6.07781,0.48501,127.28218,1.547,1.60903,-1.11474,115.42943,-9.98514,6.10124,10.80916,-11.6106,0.45966,-0.40293,1.06813,"High","High","High",NA,NA,"High","High","High"
26,2024-06-01,1899-12-31 00:47:57,5,5,"Pitcher 1","Right","Visitors","Hitter 5","Left","USA","Undefined",1,"Top",1,2,2,"Sinker","Sinker","InPlay","Undefined","GroundBall","Error",0,1,90.6452,-3.443447,-2.678509,2089.729647,229.637848,1899-12-31 01:45:00,6.83137,1.72693,5.32917,-20.98222,13.8941,15.01485,1.84434,"0.46300999999999998",83.02517,-7.324314,-0.012505,0.425047,68.02892,-25.361328,58.03337,NA,NA,NA,NA,4.48593,4.48593,39.236784,0.043029,-8.30689,8.26745,-1.49602,50,6.50458,5.46017,-131.25109,-8.65369,-14.49533,27.69235,-17.74753,"Visitors","USA","Coleman Field","USA Baseball","USA",88.67834,1.8441,7.62003,1.41482,1.8441,-0.46301,2024-06-01,1899-12-31 00:47:57,"GroundBall","v3","Catcher 1","Right","Visitors",55.17176,-132.33777,13.84617,6.8305,-7.95726,-8.87376,-1.72144,6.02898,-7.24766,NA,1.41389,47.86723,NA,NA,NA,NA,NA,NA,NA,1.84493,-42.85676,NA,NA,NA,NA,NA,NA,NA,-0.4645,76.70296,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"High","High","High","Estimated","Estimated",NA,NA,NA
27,2024-06-01,1899-12-31 00:49:28.6,6,1,"Pitcher 1","Right","Visitors","Hitter 6","Right","USA","Undefined",1,"Top",1,0,0,"Fastball","Sinker","InPlay","Undefined","GroundBall","Out",1,0,89.97854,-1.895184,-2.092787,2175.488167,230.766311,1899-12-31 01:45:00,6.97537,1.67444,5.04698,-22.31257,13.63225,15.17324,3.32651,"0.96396000000000004",81.66922,-6.02717,0.58795,0.431509,66.08883,-5.760589,-34.344939,NA,NA,NA,NA,25.09454,24.93111,-33.790072,0.249429,-8.16811,7.6937,-1.48767,50,6.77732,4.04716,-130.31772,-5.13759,-13.93871,29.35176,-19.04494,"Visitors","USA","Coleman Field","USA Baseball","USA",87.35037,3.23194,8.30931,1.50387,3.23194,-0.76533,2024-06-01,1899-12-31 00:49:28.6,"GroundBall","v3","Catcher 1","Right","Visitors",55.45233,-131.54003,14.67588,6.97475,-4.34449,-9.52247,-1.66829,4.62762,-6.96936,195.639472,1.50469,79.58282,-8.03985,NA,NA,NA,NA,NA,NA,3.23238,-9.75221,-12.8683,NA,NA,NA,NA,NA,NA,-0.76596,-54.37563,5.99669,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"High","High","High","High","High",NA,NA,NA
28,2024-06-01,1899-12-31 00:50:51.9,7,1,"Pitcher 1","Right","Visitors","Hitter 7","Left","USA","Undefined",1,"Top",2,0,0,"Fastball","Sinker","BallCalled","Undefined","Undefined","Undefined",0,0,89.86667,-3.692433,-3.596829,2165.146249,229.626852,1899-12-31 01:45:00,6.80748,1.85706,5.37091,-21.60541,13.88579,14.97028,1.53337,"-0.27223000000000003",82.34064,-7.686044,-0.940084,0.428777,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-8.57142,8.34922,-1.5454,50,6.46025,7.50802,-129.99607,-9.1664,-14.67639,27.09343,-17.87809,"Visitors","USA","Coleman Field","USA Baseball","USA",87.90682,NA,7.52603,NA,NA,NA,2024-06-01,1899-12-31 00:50:51.9,NA,"v3","Catcher 1","Right","Visitors",55.13053,-131.061,13.54672,6.80673,-8.46369,-8.93905,-1.85184,8.08488,-7.33819,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"High","High","High",NA,NA,NA,NA,NA
29,2024-06-01,1899-12-31 00:51:09.3,7,2,"Pitcher 1","Right","Visitors","Hitter 7","Left","USA","Undefined",1,"Top",2,1,0,"Sinker","Sinker","StrikeCalled","Undefined","Undefined","Undefined",0,0,89.80397,-3.413765,-2.912942,2178.47724,231.387741,1899-12-31 01:45:00,6.90384,1.73835,5.13497,-21.51462,14.36162,16.48954,1.88818,"0.36695",82.07962,-7.384198,0.003646,0.431097,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-9.05398,8.47099,-1.4784,50,6.56671,5.85065,-129.94223,-8.54117,-15.45793,27.59956,-17.71145,"Visitors","USA","Coleman Field","USA Baseball","USA",87.43378,NA,7.72435,NA,NA,NA,2024-06-01,1899-12-31 00:51:09.3,NA,"v3","Catcher 1","Right","Visitors",55.36552,-131.0769,13.79978,6.90288,-7.81302,-8.85573,-1.73199,6.48616,-7.72897,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"High","High","High",NA,NA,NA,NA,NA
