"Last & first names","Test","Protocol","Date","Time","#","TFlight","TContact","Elevation","Power","Pace[step/s]","TStance","WalkingPointX","WalkingPointGapX","StepWidth","WalkingPointY","WalkingPointGapY"
"Player 33","5 JUMPS SINGLE LEG LEFT 2D DRIFT","Drift 2D Protocol","11/8/2021","3:34:43 PM",3,0.412,0.364,8.2,21.12,1.29,0.364,-1.145,-1.644,0.327,0.719,-0.069
"Player 33","5 JUMPS SINGLE LEG LEFT 2D DRIFT","Drift 2D Protocol","11/8/2021","3:34:43 PM",4,0.402,0.416,7.8,19,1.22,0.416,-1.604,-0.459,0.347,1.007,0.289
"Player 33","5 JUMPS SINGLE LEG LEFT 2D DRIFT","Drift 2D Protocol","11/8/2021","3:34:43 PM",5,0.358,0.44,6.2,15.61,1.25,0.44,-1.486,0.118,0.347,1.539,0.531
"Player 33","5 JUMPS SINGLE LEG LEFT 2D DRIFT","Drift 2D Protocol","11/8/2021","3:34:43 PM",6,NA,NA,NA,NA,NA,NA,-0.459,1.027,3.367,1.539,0
"Player 28","5 JUMPS SINGLE LEG RIGHT 2D DRIFT","Drift 2D Protocol","11/8/2021","3:33:42 PM",1,0.388,NA,7.3,NA,NA,NA,NA,NA,0.38,NA,NA
"Player 28","5 JUMPS SINGLE LEG RIGHT 2D DRIFT","Drift 2D Protocol","11/8/2021","3:33:42 PM",2,0.386,0.32,7.2,20.47,1.42,0.32,-0.085,-0.085,0.473,0.581,0.581
"Player 28","5 JUMPS SINGLE LEG RIGHT 2D DRIFT","Drift 2D Protocol","11/8/2021","3:33:42 PM",3,0.4,0.3,7.7,22.44,1.43,0.3,-0.512,-0.427,0.441,0.942,0.361
"Player 28","5 JUMPS SINGLE LEG RIGHT 2D DRIFT","Drift 2D Protocol","11/8/2021","3:33:42 PM",4,0.362,0.284,6.3,19.8,1.55,0.284,-0.24,0.272,0.373,1.316,0.374
"Player 28","5 JUMPS SINGLE LEG RIGHT 2D DRIFT","Drift 2D Protocol","11/8/2021","3:33:42 PM",5,0.426,0.33,8.8,23.46,1.32,0.33,-0.135,0.105,0.347,1.506,0.19
"Player 28","5 JUMPS SINGLE LEG RIGHT 2D DRIFT","Drift 2D Protocol","11/8/2021","3:33:42 PM",6,NA,NA,NA,NA,NA,NA,-0.187,-0.052,2.998,1.555,0.049
"Player 28","5 JUMPS SINGLE LEG LEFT 2D DRIFT","Drift 2D Protocol","11/8/2021","3:33:58 PM",1,0.394,NA,7.5,NA,NA,NA,NA,NA,0.82,NA,NA
"Player 28","5 JUMPS SINGLE LEG LEFT 2D DRIFT","Drift 2D Protocol","11/8/2021","3:33:58 PM",2,0.386,0.3,7.2,21.22,1.46,0.3,0.443,0.443,0.577,0.341,0.341
"Player 28","5 JUMPS SINGLE LEG LEFT 2D DRIFT","Drift 2D Protocol","11/8/2021","3:33:58 PM",3,0.4,0.302,7.7,22.35,1.42,0.302,0.548,0.105,0.591,1.401,1.06
"Player 28","5 JUMPS SINGLE LEG LEFT 2D DRIFT","Drift 2D Protocol","11/8/2021","3:33:58 PM",4,0.406,0.324,8,21.99,1.37,0.324,0.906,0.358,0.526,1.66,0.259
"Player 28","5 JUMPS SINGLE LEG LEFT 2D DRIFT","Drift 2D Protocol","11/8/2021","3:33:58 PM",5,0.388,0.312,7.3,20.93,1.43,0.312,1.043,0.138,0.617,1.23,-0.43
"Player 28","5 JUMPS SINGLE LEG LEFT 2D DRIFT","Drift 2D Protocol","11/8/2021","3:33:58 PM",6,NA,NA,NA,NA,NA,NA,1.316,0.272,2.637,1.283,0.052
"Player 29","5 JUMPS SINGLE LEG RIGHT 2D DRIFT","Drift 2D Protocol","11/8/2021","3:33:10 PM",1,0.308,NA,4.6,NA,NA,NA,NA,NA,NA,NA,NA
"Player 29","5 JUMPS SINGLE LEG RIGHT 2D DRIFT","Drift 2D Protocol","11/8/2021","3:33:10 PM",2,0.324,0.322,5.1,15.63,1.55,0.322,-0.39,-0.39,0.269,0.069,0.069
"Player 29","5 JUMPS SINGLE LEG RIGHT 2D DRIFT","Drift 2D Protocol","11/8/2021","3:33:10 PM",3,0.318,0.27,4.9,16.65,1.7,0.27,-0.512,-0.121,0.334,0.804,0.735
"Player 29","5 JUMPS SINGLE LEG RIGHT 2D DRIFT","Drift 2D Protocol","11/8/2021","3:33:10 PM",4,0.328,0.248,5.2,18.32,1.74,0.248,-0.374,0.138,0.347,2.392,1.588
"Player 29","5 JUMPS SINGLE LEG RIGHT 2D DRIFT","Drift 2D Protocol","11/8/2021","3:33:10 PM",5,0.23,0.29,2.6,9.92,1.92,0.29,-0.049,0.325,0.308,2.907,0.515
"Player 29","5 JUMPS SINGLE LEG RIGHT 2D DRIFT","Drift 2D Protocol","11/8/2021","3:33:10 PM",6,NA,NA,NA,NA,NA,NA,0,0.049,3.441,1.949,-0.958
"Player 29","5 JUMPS SINGLE LEG LEFT 2D DRIFT","Drift 2D Protocol","11/8/2021","3:33:24 PM",1,0.358,NA,6.2,NA,NA,NA,NA,NA,0.334,NA,NA
"Player 29","5 JUMPS SINGLE LEG LEFT 2D DRIFT","Drift 2D Protocol","11/8/2021","3:33:24 PM",2,0.346,0.336,5.8,16.88,1.47,0.336,0.171,0.171,0.334,0.479,0.479
"Player 29","5 JUMPS SINGLE LEG LEFT 2D DRIFT","Drift 2D Protocol","11/8/2021","3:33:24 PM",3,0.284,0.292,3.9,13.47,1.74,0.292,0.564,0.394,0.316,1.112,0.633
"Player 29","5 JUMPS SINGLE LEG LEFT 2D DRIFT","Drift 2D Protocol","11/8/2021","3:33:24 PM",4,0.3,0.264,4.3,15.41,1.77,0.264,0.069,-0.495,0.316,2.103,0.991
"Player 29","5 JUMPS SINGLE LEG LEFT 2D DRIFT","Drift 2D Protocol","11/8/2021","3:33:24 PM",5,0.286,0.288,3.9,13.7,1.74,0.288,-0.102,-0.171,0.347,1.49,-0.614
"Player 29","5 JUMPS SINGLE LEG LEFT 2D DRIFT","Drift 2D Protocol","11/8/2021","3:33:24 PM",6,NA,NA,NA,NA,NA,NA,-0.682,-0.581,2.651,0.174,-1.316
"Player 30","5 JUMPS SINGLE LEG RIGHT 2D DRIFT","Drift 2D Protocol","11/8/2021","3:32:42 PM",1,0.344,NA,5.7,NA,NA,NA,NA,NA,NA,NA,NA
"Player 30","5 JUMPS SINGLE LEG RIGHT 2D DRIFT","Drift 2D Protocol","11/8/2021","3:32:42 PM",2,0.33,0.374,5.3,14.93,1.42,0.374,-0.085,-0.085,0.407,-0.171,-0.171
"Player 30","5 JUMPS SINGLE LEG RIGHT 2D DRIFT","Drift 2D Protocol","11/8/2021","3:32:42 PM",3,0.36,0.364,6.3,17.22,1.38,0.364,-0.272,-0.187,0.441,0.154,0.325
"Player 30","5 JUMPS SINGLE LEG RIGHT 2D DRIFT","Drift 2D Protocol","11/8/2021","3:32:42 PM",4,0.34,0.364,5.6,15.81,1.42,0.364,-0.374,-0.102,0.36,0.735,0.581
"Player 30","5 JUMPS SINGLE LEG RIGHT 2D DRIFT","Drift 2D Protocol","11/8/2021","3:32:42 PM",5,0.348,0.362,5.8,16.41,1.41,0.362,-1.368,-0.994,0.36,0.666,-0.069
"Player 30","5 JUMPS SINGLE LEG RIGHT 2D DRIFT","Drift 2D Protocol","11/8/2021","3:32:42 PM",6,NA,NA,NA,NA,NA,NA,-1.657,-0.289,1.532,0.666,0
"Player 30","5 JUMPS SINGLE LEG LEFT 2D DRIFT","Drift 2D Protocol","11/8/2021","3:32:53 PM",1,0.402,NA,7.8,NA,NA,NA,NA,NA,0.442,NA,NA
"Player 30","5 JUMPS SINGLE LEG LEFT 2D DRIFT","Drift 2D Protocol","11/8/2021","3:32:53 PM",2,0.366,0.33,6.5,18.56,1.44,0.33,0.118,0.118,0.36,-0.361,-0.361
"Player 30","5 JUMPS SINGLE LEG LEFT 2D DRIFT","Drift 2D Protocol","11/8/2021","3:32:53 PM",3,0.372,0.35,6.7,18.45,1.39,0.35,-0.292,-0.41,0.421,-0.121,0.24
"Player 30","5 JUMPS SINGLE LEG LEFT 2D DRIFT","Drift 2D Protocol","11/8/2021","3:32:53 PM",4,0.384,0.342,7.1,19.6,1.38,0.342,-0.259,0.033,0.568,0.272,0.394
"Player 30","5 JUMPS SINGLE LEG LEFT 2D DRIFT","Drift 2D Protocol","11/8/2021","3:32:53 PM",5,0.368,0.332,6.5,18.65,1.43,0.332,-0.735,-0.476,0.699,0.459,0.187
"Player 30","5 JUMPS SINGLE LEG LEFT 2D DRIFT","Drift 2D Protocol","11/8/2021","3:32:53 PM",6,NA,NA,NA,NA,NA,NA,-0.771,-0.036,3.468,0.82,0.361
"Player 31","5 JUMPS SINGLE LEG RIGHT 2D DRIFT","Drift 2D Protocol","11/8/2021","3:32:13 PM",1,0.364,NA,6.4,NA,NA,NA,NA,NA,0.323,NA,NA
"Player 31","5 JUMPS SINGLE LEG RIGHT 2D DRIFT","Drift 2D Protocol","11/8/2021","3:32:13 PM",2,0.374,0.326,6.8,19.31,1.43,0.326,-0.069,-0.069,0.281,0.187,0.187
"Player 31","5 JUMPS SINGLE LEG RIGHT 2D DRIFT","Drift 2D Protocol","11/8/2021","3:32:13 PM",3,0.42,0.292,8.5,24.62,1.4,0.292,-1.007,-0.938,0.242,0.154,-0.033
"Player 31","5 JUMPS SINGLE LEG RIGHT 2D DRIFT","Drift 2D Protocol","11/8/2021","3:32:13 PM",4,0.378,0.348,6.9,18.96,1.38,0.348,-0.682,0.325,0.281,0.358,0.203
"Player 31","5 JUMPS SINGLE LEG RIGHT 2D DRIFT","Drift 2D Protocol","11/8/2021","3:32:13 PM",5,0.37,0.302,6.6,19.79,1.49,0.302,-0.751,-0.069,0.292,0.617,0.259
"Player 31","5 JUMPS SINGLE LEG RIGHT 2D DRIFT","Drift 2D Protocol","11/8/2021","3:32:13 PM",6,NA,NA,NA,NA,NA,NA,-1.316,-0.564,0.789,0.564,-0.052
"Player 31","5 JUMPS SINGLE LEG LEFT 2D DRIFT","Drift 2D Protocol","11/8/2021","3:32:27 PM",1,0.338,NA,5.5,NA,NA,NA,NA,NA,0.296,NA,NA
"Player 31","5 JUMPS SINGLE LEG LEFT 2D DRIFT","Drift 2D Protocol","11/8/2021","3:32:27 PM",2,0.396,0.31,7.6,21.68,1.42,0.31,0.43,0.43,0.245,0.325,0.325
"Player 31","5 JUMPS SINGLE LEG LEFT 2D DRIFT","Drift 2D Protocol","11/8/2021","3:32:27 PM",3,0.41,0.282,8.1,24.19,1.45,0.282,0.377,-0.052,0.337,-0.154,-0.479
"Player 31","5 JUMPS SINGLE LEG LEFT 2D DRIFT","Drift 2D Protocol","11/8/2021","3:32:27 PM",4,0.406,0.256,8,25.24,1.51,0.256,0.65,0.272,0.403,0.203,0.358
"Player 31","5 JUMPS SINGLE LEG LEFT 2D DRIFT","Drift 2D Protocol","11/8/2021","3:32:27 PM",5,0.37,0.256,6.6,21.75,1.6,0.256,0.804,0.154,0.403,0.837,0.633
"Player 31","5 JUMPS SINGLE LEG LEFT 2D DRIFT","Drift 2D Protocol","11/8/2021","3:32:27 PM",6,NA,NA,NA,NA,NA,NA,1.266,0.463,5.984,1.247,0.41
"Player 32","5 JUMPS SINGLE LEG RIGHT 2D DRIFT","Drift 2D Protocol","11/8/2021","3:31:46 PM",1,0.276,NA,3.7,NA,NA,NA,NA,NA,0.347,NA,NA
"Player 32","5 JUMPS SINGLE LEG RIGHT 2D DRIFT","Drift 2D Protocol","11/8/2021","3:31:46 PM",2,0.326,0.316,5.1,15.92,1.56,0.316,-0.272,-0.272,0.292,0.443,0.443
"Player 32","5 JUMPS SINGLE LEG RIGHT 2D DRIFT","Drift 2D Protocol","11/8/2021","3:31:46 PM",3,0.34,0.296,5.6,17.56,1.57,0.296,-0.272,0,0.304,0.853,0.41
"Player 32","5 JUMPS SINGLE LEG RIGHT 2D DRIFT","Drift 2D Protocol","11/8/2021","3:31:46 PM",4,0.334,0.292,5.4,17.21,1.6,0.292,0.361,0.633,0.321,1.316,0.463
"Player 32","5 JUMPS SINGLE LEG RIGHT 2D DRIFT","Drift 2D Protocol","11/8/2021","3:31:46 PM",5,0.338,0.286,5.5,17.73,1.6,0.286,-0.135,-0.495,0.365,1.949,0.633
"Player 32","5 JUMPS SINGLE LEG RIGHT 2D DRIFT","Drift 2D Protocol","11/8/2021","3:31:46 PM",6,NA,NA,NA,NA,NA,NA,0,0.135,2.473,2.802,0.853
"Player 32","5 JUMPS SINGLE LEG LEFT 2D DRIFT","Drift 2D Protocol","11/8/2021","3:31:58 PM",1,0.288,NA,4,NA,NA,NA,NA,NA,0.347,NA,NA
"Player 32","5 JUMPS SINGLE LEG LEFT 2D DRIFT","Drift 2D Protocol","11/8/2021","3:31:58 PM",2,0.292,0.35,4.1,12.88,1.56,0.35,0.171,0.171,0.526,0.325,0.325
"Player 32","5 JUMPS SINGLE LEG LEFT 2D DRIFT","Drift 2D Protocol","11/8/2021","3:31:58 PM",3,0.294,0.306,4.2,13.86,1.67,0.306,0.804,0.633,0.526,0.909,0.584
"Player 32","5 JUMPS SINGLE LEG LEFT 2D DRIFT","Drift 2D Protocol","11/8/2021","3:31:58 PM",4,0.304,0.296,4.5,14.81,1.67,0.296,0.443,-0.361,0.409,1.335,0.427
"Player 32","5 JUMPS SINGLE LEG LEFT 2D DRIFT","Drift 2D Protocol","11/8/2021","3:31:58 PM",5,0.322,0.28,5,16.64,1.66,0.28,0.377,-0.066,0.456,0.974,-0.361
"Player 32","5 JUMPS SINGLE LEG LEFT 2D DRIFT","Drift 2D Protocol","11/8/2021","3:31:58 PM",6,NA,NA,NA,NA,NA,NA,0.325,-0.052,0.694,0.499,-0.476
"Player 33","5 JUMPS SINGLE LEG RIGHT 2D DRIFT","Drift 2D Protocol","11/8/2021","3:31:12 PM",1,0.322,NA,5,NA,NA,NA,NA,NA,0.347,NA,NA
"Player 33","5 JUMPS SINGLE LEG RIGHT 2D DRIFT","Drift 2D Protocol","11/8/2021","3:31:12 PM",2,0.358,0.268,6.2,20.1,1.6,0.268,-0.308,-0.308,0.231,-0.135,-0.135
"Player 33","5 JUMPS SINGLE LEG RIGHT 2D DRIFT","Drift 2D Protocol","11/8/2021","3:31:12 PM",3,0.444,0.306,9.5,26.16,1.33,0.306,0.033,0.341,0.257,0.974,1.109
"Player 33","5 JUMPS SINGLE LEG RIGHT 2D DRIFT","Drift 2D Protocol","11/8/2021","3:31:12 PM",4,0.432,0.336,9,23.74,1.3,0.336,0.272,0.24,0.395,2.257,1.283
"Player 33","5 JUMPS SINGLE LEG RIGHT 2D DRIFT","Drift 2D Protocol","11/8/2021","3:31:12 PM",5,0.404,0.348,7.9,20.99,1.33,0.348,0.873,0.6,0.229,2.224,-0.033
"Player 33","5 JUMPS SINGLE LEG RIGHT 2D DRIFT","Drift 2D Protocol","11/8/2021","3:31:12 PM",6,NA,NA,NA,NA,NA,NA,0.938,0.066,0.576,1.214,-1.01
"Player 33","5 JUMPS SINGLE LEG LEFT 2D DRIFT","Drift 2D Protocol","11/8/2021","3:31:28 PM",1,0.388,NA,7.3,NA,NA,NA,NA,NA,0.316,NA,NA
"Player 33","5 JUMPS SINGLE LEG LEFT 2D DRIFT","Drift 2D Protocol","11/8/2021","3:31:28 PM",2,0.432,0.34,9,23.58,1.3,0.34,0.085,0.085,0.238,0.958,0.958
"Player 33","5 JUMPS SINGLE LEG LEFT 2D DRIFT","Drift 2D Protocol","11/8/2021","3:31:28 PM",3,0.42,0.372,8.5,21.5,1.26,0.372,0.016,-0.069,0.27,1.437,0.479
"Player 33","5 JUMPS SINGLE LEG LEFT 2D DRIFT","Drift 2D Protocol","11/8/2021","3:31:28 PM",4,0.418,0.404,8.4,20.45,1.22,0.404,0.443,0.427,0.365,1.437,0
"Player 33","5 JUMPS SINGLE LEG LEFT 2D DRIFT","Drift 2D Protocol","11/8/2021","3:31:28 PM",5,0.454,0.466,9.9,21.55,1.09,0.466,0.102,-0.341,0.409,1.01,-0.427
"Player 33","5 JUMPS SINGLE LEG LEFT 2D DRIFT","Drift 2D Protocol","11/8/2021","3:31:28 PM",6,NA,NA,NA,NA,NA,NA,0.495,0.394,4.27,1.847,0.837
