"Last & first names","Test","Protocol","Date","Time","#","TFlight","TContact","Elevation","Power","Pace[step/s]","TStance","WalkingPointX","WalkingPointGapX","StepWidth","WalkingPointY","WalkingPointGapY"
"Player 21","5 JUMPS SINGLE LEG RIGHT 2D DRIFT","Drift 2D Protocol","11/8/2021","4:05:47 PM",1,0.382,NA,7,NA,NA,NA,NA,NA,0.308,NA,NA
"Player 21","5 JUMPS SINGLE LEG RIGHT 2D DRIFT","Drift 2D Protocol","11/8/2021","4:05:47 PM",2,0.38,0.346,7,19.17,1.38,0.346,0,0,0.304,0.292,0.292
"Player 21","5 JUMPS SINGLE LEG RIGHT 2D DRIFT","Drift 2D Protocol","11/8/2021","4:05:47 PM",3,0.396,0.344,7.6,20.48,1.35,0.344,-0.138,-0.138,0.292,1.027,0.735
"Player 21","5 JUMPS SINGLE LEG RIGHT 2D DRIFT","Drift 2D Protocol","11/8/2021","4:05:47 PM",4,0.376,0.354,6.8,18.64,1.37,0.354,0.049,0.187,0.308,1.831,0.804
"Player 21","5 JUMPS SINGLE LEG RIGHT 2D DRIFT","Drift 2D Protocol","11/8/2021","4:05:47 PM",5,0.376,0.378,6.8,18.03,1.33,0.378,0.272,0.223,0.292,1.745,-0.085
"Player 21","5 JUMPS SINGLE LEG RIGHT 2D DRIFT","Drift 2D Protocol","11/8/2021","4:05:47 PM",6,NA,NA,NA,NA,NA,NA,-0.512,-0.784,1.568,1.493,-0.253
"Player 21","5 JUMPS SINGLE LEG LEFT 2D DRIFT","Drift 2D Protocol","11/8/2021","4:06:00 PM",1,0.396,NA,7.6,NA,NA,NA,NA,NA,0.365,NA,NA
"Player 21","5 JUMPS SINGLE LEG LEFT 2D DRIFT","Drift 2D Protocol","11/8/2021","4:06:00 PM",2,0.392,0.34,7.4,20.29,1.37,0.34,-0.479,-0.479,0.296,0.207,0.207
"Player 21","5 JUMPS SINGLE LEG LEFT 2D DRIFT","Drift 2D Protocol","11/8/2021","4:06:00 PM",3,0.388,0.366,7.3,19.22,1.33,0.366,-1.506,-1.027,0.687,-0.24,-0.446
"Player 21","5 JUMPS SINGLE LEG LEFT 2D DRIFT","Drift 2D Protocol","11/8/2021","4:06:00 PM",4,0.354,0.348,6,17.17,1.42,0.348,-1.247,0.259,0.304,-0.495,-0.256
"Player 21","5 JUMPS SINGLE LEG LEFT 2D DRIFT","Drift 2D Protocol","11/8/2021","4:06:00 PM",5,0.366,0.36,6.5,17.75,1.38,0.36,-1.316,-0.069,0.38,-0.974,-0.479
"Player 21","5 JUMPS SINGLE LEG LEFT 2D DRIFT","Drift 2D Protocol","11/8/2021","4:06:00 PM",6,NA,NA,NA,NA,NA,NA,-2.07,-0.755,0.38,-0.564,0.41
"Player 22","5 JUMPS SINGLE LEG RIGHT 2D DRIFT","Drift 2D Protocol","11/8/2021","4:05:20 PM",1,0.302,NA,4.4,NA,NA,NA,NA,NA,0.467,NA,NA
"Player 22","5 JUMPS SINGLE LEG RIGHT 2D DRIFT","Drift 2D Protocol","11/8/2021","4:05:20 PM",2,0.314,0.412,4.8,13.3,1.38,0.412,0.089,0.089,0.442,0.564,0.564
"Player 22","5 JUMPS SINGLE LEG RIGHT 2D DRIFT","Drift 2D Protocol","11/8/2021","4:05:20 PM",3,0.338,0.366,5.5,15.63,1.42,0.366,-0.459,-0.548,0.379,0.207,-0.358
"Player 22","5 JUMPS SINGLE LEG RIGHT 2D DRIFT","Drift 2D Protocol","11/8/2021","4:05:20 PM",4,0.32,0.344,4.9,14.85,1.51,0.344,-0.171,0.289,0.365,0.41,0.203
"Player 22","5 JUMPS SINGLE LEG RIGHT 2D DRIFT","Drift 2D Protocol","11/8/2021","4:05:20 PM",5,0.336,0.388,5.4,15.07,1.38,0.388,0.669,0.84,0.365,0.377,-0.033
"Player 22","5 JUMPS SINGLE LEG RIGHT 2D DRIFT","Drift 2D Protocol","11/8/2021","4:05:20 PM",6,NA,NA,NA,NA,NA,NA,0.344,-0.325,1.47,0.6,0.223
"Player 22","5 JUMPS SINGLE LEG LEFT 2D DRIFT","Drift 2D Protocol","11/8/2021","4:05:32 PM",1,0.306,NA,4.5,NA,NA,NA,NA,NA,0.379,NA,NA
"Player 22","5 JUMPS SINGLE LEG LEFT 2D DRIFT","Drift 2D Protocol","11/8/2021","4:05:32 PM",2,0.336,0.422,5.4,14.51,1.32,0.422,0.341,0.341,0.458,0.171,0.171
"Player 22","5 JUMPS SINGLE LEG LEFT 2D DRIFT","Drift 2D Protocol","11/8/2021","4:05:32 PM",3,0.328,0.472,5.2,13.37,1.25,0.472,0.256,-0.085,0.778,0.41,0.24
"Player 22","5 JUMPS SINGLE LEG LEFT 2D DRIFT","Drift 2D Protocol","11/8/2021","4:05:32 PM",4,0.324,0.43,5.1,13.66,1.33,0.43,-0.256,-0.512,0.373,0.994,0.584
"Player 22","5 JUMPS SINGLE LEG LEFT 2D DRIFT","Drift 2D Protocol","11/8/2021","4:05:32 PM",5,0.314,0.452,4.8,12.79,1.31,0.452,-0.512,-0.256,0.407,0.735,-0.259
"Player 22","5 JUMPS SINGLE LEG LEFT 2D DRIFT","Drift 2D Protocol","11/8/2021","4:05:32 PM",6,NA,NA,NA,NA,NA,NA,0.223,0.735,3.387,1.145,0.41
"Player 23","5 JUMPS SINGLE LEG RIGHT 2D DRIFT","Drift 2D Protocol","11/8/2021","4:04:52 PM",1,0.31,NA,4.6,NA,NA,NA,NA,NA,1.988,NA,NA
"Player 23","5 JUMPS SINGLE LEG RIGHT 2D DRIFT","Drift 2D Protocol","11/8/2021","4:04:52 PM",2,0.298,0.484,4.3,11.58,1.28,0.484,-0.243,-0.243,2.127,0.305,0.305
"Player 23","5 JUMPS SINGLE LEG RIGHT 2D DRIFT","Drift 2D Protocol","11/8/2021","4:04:52 PM",3,0.288,0.488,4,11.01,1.29,0.488,0.131,0.374,1.932,-0.069,-0.374
"Player 23","5 JUMPS SINGLE LEG RIGHT 2D DRIFT","Drift 2D Protocol","11/8/2021","4:04:52 PM",4,0.318,0.482,4.9,12.69,1.25,0.482,-0.223,-0.354,2.133,0.358,0.427
"Player 23","5 JUMPS SINGLE LEG RIGHT 2D DRIFT","Drift 2D Protocol","11/8/2021","4:04:52 PM",5,0.312,0.528,4.7,11.93,1.19,0.528,0.253,0.476,1.672,1.211,0.853
"Player 23","5 JUMPS SINGLE LEG RIGHT 2D DRIFT","Drift 2D Protocol","11/8/2021","4:04:52 PM",6,NA,NA,NA,NA,NA,NA,-0.177,-0.43,8.345,1.45,0.24
"Player 23","5 JUMPS SINGLE LEG LEFT 2D DRIFT","Drift 2D Protocol","11/8/2021","4:04:28 PM",1,0.39,NA,7.3,NA,NA,NA,NA,NA,2.24,NA,NA
"Player 23","5 JUMPS SINGLE LEG LEFT 2D DRIFT","Drift 2D Protocol","11/8/2021","4:04:28 PM",2,0.42,0.476,8.5,19.01,1.12,0.476,0.03,0.03,2.066,0.617,0.617
"Player 23","5 JUMPS SINGLE LEG LEFT 2D DRIFT","Drift 2D Protocol","11/8/2021","4:04:28 PM",3,0.376,0.448,6.8,16.63,1.21,0.448,0.407,0.377,1.864,0.272,-0.344
"Player 23","5 JUMPS SINGLE LEG LEFT 2D DRIFT","Drift 2D Protocol","11/8/2021","4:04:28 PM",4,0.36,0.486,6.3,15.07,1.18,0.486,1.437,1.03,0.678,-0.666,-0.938
"Player 23","5 JUMPS SINGLE LEG LEFT 2D DRIFT","Drift 2D Protocol","11/8/2021","4:04:28 PM",5,0.384,0.426,7.1,17.55,1.23,0.426,1.158,-0.279,0.949,-0.256,0.41
"Player 23","5 JUMPS SINGLE LEG LEFT 2D DRIFT","Drift 2D Protocol","11/8/2021","4:04:28 PM",6,NA,NA,NA,NA,NA,NA,1.24,0.082,5.591,0.187,0.443
"Player 19","5 JUMPS SINGLE LEG RIGHT 2D DRIFT","Drift 2D Protocol","11/8/2021","4:03:45 PM",1,0.402,NA,7.8,NA,NA,NA,NA,NA,0.347,NA,NA
"Player 19","5 JUMPS SINGLE LEG RIGHT 2D DRIFT","Drift 2D Protocol","11/8/2021","4:03:45 PM",2,0.414,0.32,8.3,22.83,1.36,0.32,-0.24,-0.24,0.334,0.531,0.531
"Player 19","5 JUMPS SINGLE LEG RIGHT 2D DRIFT","Drift 2D Protocol","11/8/2021","4:03:45 PM",3,0.4,0.32,7.7,21.64,1.39,0.32,-0.171,0.069,0.36,0.531,0
"Player 19","5 JUMPS SINGLE LEG RIGHT 2D DRIFT","Drift 2D Protocol","11/8/2021","4:03:45 PM",4,0.414,0.336,8.3,22.22,1.33,0.336,-0.24,-0.069,0.379,1.145,0.614
"Player 19","5 JUMPS SINGLE LEG RIGHT 2D DRIFT","Drift 2D Protocol","11/8/2021","4:03:45 PM",5,0.398,0.322,7.6,21.4,1.39,0.322,-0.24,0,0.36,1.112,-0.033
"Player 19","5 JUMPS SINGLE LEG RIGHT 2D DRIFT","Drift 2D Protocol","11/8/2021","4:03:45 PM",6,NA,NA,NA,NA,NA,NA,-0.24,0,25.942,2.087,0.974
"Player 19","5 JUMPS SINGLE LEG LEFT 2D DRIFT","Drift 2D Protocol","11/8/2021","4:03:57 PM",1,0.45,NA,9.8,NA,NA,NA,NA,NA,2.903,NA,NA
"Player 19","5 JUMPS SINGLE LEG LEFT 2D DRIFT","Drift 2D Protocol","11/8/2021","4:03:57 PM",2,0.45,0.356,9.8,24.49,1.24,0.356,-0.033,-0.033,0.729,0.069,0.069
"Player 19","5 JUMPS SINGLE LEG LEFT 2D DRIFT","Drift 2D Protocol","11/8/2021","4:03:57 PM",3,0.386,0.34,7.2,19.82,1.38,0.34,0.512,0.545,0.442,0.121,0.052
"Player 19","5 JUMPS SINGLE LEG LEFT 2D DRIFT","Drift 2D Protocol","11/8/2021","4:03:57 PM",4,0.416,0.376,8.4,21.07,1.26,0.376,1.027,0.515,1.811,0.994,0.873
"Player 19","5 JUMPS SINGLE LEG LEFT 2D DRIFT","Drift 2D Protocol","11/8/2021","4:03:57 PM",5,0.4,0.366,7.7,20.13,1.31,0.366,0.873,-0.154,0.347,0.089,-0.906
"Player 19","5 JUMPS SINGLE LEG LEFT 2D DRIFT","Drift 2D Protocol","11/8/2021","4:03:57 PM",6,NA,NA,NA,NA,NA,NA,1.299,0.427,7.379,0.292,0.203
"Player 20","5 JUMPS SINGLE LEG RIGHT 2D DRIFT","Drift 2D Protocol","11/8/2021","4:03:16 PM",1,0.374,NA,6.8,NA,NA,NA,NA,NA,0.753,NA,NA
"Player 20","5 JUMPS SINGLE LEG RIGHT 2D DRIFT","Drift 2D Protocol","11/8/2021","4:03:16 PM",2,0.382,0.284,7,21.54,1.5,0.284,-0.207,-0.207,0.334,0.377,0.377
"Player 20","5 JUMPS SINGLE LEG RIGHT 2D DRIFT","Drift 2D Protocol","11/8/2021","4:03:16 PM",3,0.394,0.29,7.5,22.34,1.46,0.29,-0.154,0.052,0.393,0.528,0.151
"Player 20","5 JUMPS SINGLE LEG RIGHT 2D DRIFT","Drift 2D Protocol","11/8/2021","4:03:16 PM",4,0.394,0.31,7.5,21.51,1.42,0.31,-0.394,-0.24,0.351,0.873,0.344
"Player 20","5 JUMPS SINGLE LEG RIGHT 2D DRIFT","Drift 2D Protocol","11/8/2021","4:03:16 PM",5,0.374,0.298,6.8,20.28,1.49,0.298,-0.633,-0.24,0.351,0.256,-0.617
"Player 20","5 JUMPS SINGLE LEG RIGHT 2D DRIFT","Drift 2D Protocol","11/8/2021","4:03:16 PM",6,NA,NA,NA,NA,NA,NA,-0.65,-0.016,0.983,0.787,0.531
"Player 20","5 JUMPS SINGLE LEG LEFT 2D DRIFT","Drift 2D Protocol","11/8/2021","4:03:29 PM",1,0.328,NA,5.2,NA,NA,NA,NA,NA,0.308,NA,NA
"Player 20","5 JUMPS SINGLE LEG LEFT 2D DRIFT","Drift 2D Protocol","11/8/2021","4:03:29 PM",2,0.398,0.316,7.6,21.62,1.4,0.316,0.308,0.308,0.206,0.361,0.361
"Player 20","5 JUMPS SINGLE LEG LEFT 2D DRIFT","Drift 2D Protocol","11/8/2021","4:03:29 PM",3,0.386,0.298,7.2,21.3,1.46,0.298,0.24,-0.069,0.296,0.922,0.561
"Player 20","5 JUMPS SINGLE LEG LEFT 2D DRIFT","Drift 2D Protocol","11/8/2021","4:03:29 PM",4,0.372,0.302,6.7,19.96,1.48,0.302,0.787,0.548,0.27,0.82,-0.102
"Player 20","5 JUMPS SINGLE LEG LEFT 2D DRIFT","Drift 2D Protocol","11/8/2021","4:03:29 PM",5,0.374,0.298,6.8,20.28,1.49,0.298,0.531,-0.256,0.21,0.292,-0.528
"Player 20","5 JUMPS SINGLE LEG LEFT 2D DRIFT","Drift 2D Protocol","11/8/2021","4:03:29 PM",6,NA,NA,NA,NA,NA,NA,0.942,0.41,8.439,-0.069,-0.361
"Player 21","5 JUMPS SINGLE LEG RIGHT 2D DRIFT","Drift 2D Protocol","11/8/2021","4:02:46 PM",1,0.394,NA,7.5,NA,NA,NA,NA,NA,0.281,NA,NA
"Player 21","5 JUMPS SINGLE LEG RIGHT 2D DRIFT","Drift 2D Protocol","11/8/2021","4:02:46 PM",2,0.37,0.378,6.6,17.6,1.34,0.378,-0.135,-0.135,0.292,0.325,0.325
"Player 21","5 JUMPS SINGLE LEG RIGHT 2D DRIFT","Drift 2D Protocol","11/8/2021","4:02:46 PM",3,0.374,0.376,6.8,17.94,1.33,0.376,-0.528,-0.394,0.334,0.138,-0.187
"Player 21","5 JUMPS SINGLE LEG RIGHT 2D DRIFT","Drift 2D Protocol","11/8/2021","4:02:46 PM",4,0.39,0.34,7.3,20.13,1.37,0.34,-0.564,-0.036,0.321,0.272,0.135
"Player 21","5 JUMPS SINGLE LEG RIGHT 2D DRIFT","Drift 2D Protocol","11/8/2021","4:02:46 PM",5,0.4,0.396,7.7,19.33,1.26,0.396,-0.374,0.19,0.351,0.65,0.377
"Player 21","5 JUMPS SINGLE LEG RIGHT 2D DRIFT","Drift 2D Protocol","11/8/2021","4:02:46 PM",6,NA,NA,NA,NA,NA,NA,-0.912,-0.538,0.947,1.588,0.938
"Player 21","5 JUMPS SINGLE LEG LEFT 2D DRIFT","Drift 2D Protocol","11/8/2021","4:03:00 PM",1,0.4,NA,7.7,NA,NA,NA,NA,NA,0.321,NA,NA
"Player 21","5 JUMPS SINGLE LEG LEFT 2D DRIFT","Drift 2D Protocol","11/8/2021","4:03:00 PM",2,0.396,0.336,7.6,20.74,1.37,0.336,0.39,0.39,0.281,0.702,0.702
"Player 21","5 JUMPS SINGLE LEG LEFT 2D DRIFT","Drift 2D Protocol","11/8/2021","4:03:00 PM",3,0.38,0.486,7,16.28,1.15,0.486,0.459,0.069,0.365,0.463,-0.24
"Player 21","5 JUMPS SINGLE LEG LEFT 2D DRIFT","Drift 2D Protocol","11/8/2021","4:03:00 PM",4,0.362,0.346,6.3,17.81,1.41,0.346,1.555,1.096,0.292,0.65,0.187
"Player 21","5 JUMPS SINGLE LEG LEFT 2D DRIFT","Drift 2D Protocol","11/8/2021","4:03:00 PM",5,0.368,0.364,6.5,17.79,1.37,0.364,2.136,0.581,0.347,0.768,0.118
"Player 21","5 JUMPS SINGLE LEG LEFT 2D DRIFT","Drift 2D Protocol","11/8/2021","4:03:00 PM",6,NA,NA,NA,NA,NA,NA,2.854,0.719,2.842,1.145,0.377
"Player 22","5 JUMPS SINGLE LEG RIGHT 2D DRIFT","Drift 2D Protocol","11/8/2021","4:02:17 PM",1,0.376,NA,6.8,NA,NA,NA,NA,NA,0.347,NA,NA
"Player 22","5 JUMPS SINGLE LEG RIGHT 2D DRIFT","Drift 2D Protocol","11/8/2021","4:02:17 PM",2,0.334,0.38,5.4,15.09,1.4,0.38,-0.138,-0.138,0.425,0.325,0.325
"Player 22","5 JUMPS SINGLE LEG RIGHT 2D DRIFT","Drift 2D Protocol","11/8/2021","4:02:17 PM",3,0.328,0.36,5.2,15.07,1.45,0.36,1.024,1.161,0.373,0.325,0
"Player 22","5 JUMPS SINGLE LEG RIGHT 2D DRIFT","Drift 2D Protocol","11/8/2021","4:02:17 PM",4,0.338,0.35,5.5,15.97,1.45,0.35,0.495,-0.528,0.379,0.666,0.341
"Player 22","5 JUMPS SINGLE LEG RIGHT 2D DRIFT","Drift 2D Protocol","11/8/2021","4:02:17 PM",5,0.358,0.354,6.2,17.31,1.4,0.354,0.151,-0.344,0.365,1.608,0.942
"Player 22","5 JUMPS SINGLE LEG RIGHT 2D DRIFT","Drift 2D Protocol","11/8/2021","4:02:17 PM",6,NA,NA,NA,NA,NA,NA,-0.325,-0.476,2.161,1.811,0.203
"Player 22","5 JUMPS SINGLE LEG LEFT 2D DRIFT","Drift 2D Protocol","11/8/2021","4:02:31 PM",1,0.33,NA,5.3,NA,NA,NA,NA,NA,0.351,NA,NA
"Player 22","5 JUMPS SINGLE LEG LEFT 2D DRIFT","Drift 2D Protocol","11/8/2021","4:02:31 PM",2,0.298,0.422,4.3,12.22,1.39,0.422,0.085,0.085,0.36,0.341,0.341
"Player 22","5 JUMPS SINGLE LEG LEFT 2D DRIFT","Drift 2D Protocol","11/8/2021","4:02:31 PM",3,0.314,0.434,4.8,13.01,1.34,0.434,-0.341,-0.427,0.393,0.886,0.545
"Player 22","5 JUMPS SINGLE LEG LEFT 2D DRIFT","Drift 2D Protocol","11/8/2021","4:02:31 PM",4,0.31,0.434,4.6,12.78,1.34,0.434,-1.076,-0.735,0.407,1.007,0.121
"Player 22","5 JUMPS SINGLE LEG LEFT 2D DRIFT","Drift 2D Protocol","11/8/2021","4:02:31 PM",5,0.314,0.442,4.8,12.91,1.32,0.442,-0.085,0.991,0.524,0.65,-0.358
"Player 22","5 JUMPS SINGLE LEG LEFT 2D DRIFT","Drift 2D Protocol","11/8/2021","4:02:31 PM",6,NA,NA,NA,NA,NA,NA,0.43,0.515,3.043,0.545,-0.105
"Player 23","5 JUMPS SINGLE LEG RIGHT 2D DRIFT","Drift 2D Protocol","11/8/2021","4:01:48 PM",1,0.284,NA,3.9,NA,NA,NA,NA,NA,0.379,NA,NA
"Player 23","5 JUMPS SINGLE LEG RIGHT 2D DRIFT","Drift 2D Protocol","11/8/2021","4:01:48 PM",2,0.284,0.606,3.9,10.03,1.12,0.606,-0.171,-0.171,0.442,0.223,0.223
"Player 23","5 JUMPS SINGLE LEG RIGHT 2D DRIFT","Drift 2D Protocol","11/8/2021","4:01:48 PM",3,0.268,0.652,3.5,9.09,1.09,0.652,-0.495,-0.325,0.474,0.394,0.171
"Player 23","5 JUMPS SINGLE LEG RIGHT 2D DRIFT","Drift 2D Protocol","11/8/2021","4:01:48 PM",4,0.298,0.566,4.3,10.94,1.16,0.566,-0.476,0.02,0.688,1.198,0.804
"Player 23","5 JUMPS SINGLE LEG RIGHT 2D DRIFT","Drift 2D Protocol","11/8/2021","4:01:48 PM",5,0.344,0.5,5.7,13.96,1.18,0.5,-0.528,-0.052,0.486,1.778,0.581
"Player 23","5 JUMPS SINGLE LEG RIGHT 2D DRIFT","Drift 2D Protocol","11/8/2021","4:01:48 PM",6,NA,NA,NA,NA,NA,NA,-0.358,0.171,1.186,1.624,-0.154
"Player 23","5 JUMPS SINGLE LEG LEFT 2D DRIFT","Drift 2D Protocol","11/8/2021","4:02:01 PM",1,0.292,NA,4.1,NA,NA,NA,NA,NA,0.393,NA,NA
"Player 23","5 JUMPS SINGLE LEG LEFT 2D DRIFT","Drift 2D Protocol","11/8/2021","4:02:01 PM",2,0.3,0.522,4.3,11.36,1.22,0.522,0.171,0.171,0.395,0.24,0.24
"Player 23","5 JUMPS SINGLE LEG LEFT 2D DRIFT","Drift 2D Protocol","11/8/2021","4:02:01 PM",3,0.286,0.58,3.9,10.27,1.15,0.58,0.65,0.479,0.458,0.358,0.118
"Player 23","5 JUMPS SINGLE LEG LEFT 2D DRIFT","Drift 2D Protocol","11/8/2021","4:02:01 PM",4,0.31,0.59,4.6,11.37,1.11,0.59,1.181,0.531,0.458,0.443,0.085
"Player 23","5 JUMPS SINGLE LEG LEFT 2D DRIFT","Drift 2D Protocol","11/8/2021","4:02:01 PM",5,0.356,0.568,6.1,13.92,1.08,0.568,1.335,0.154,0.351,0.597,0.154
"Player 23","5 JUMPS SINGLE LEG LEFT 2D DRIFT","Drift 2D Protocol","11/8/2021","4:02:01 PM",6,NA,NA,NA,NA,NA,NA,1.693,0.358,1.709,0.548,-0.049
"Player 24","5 JUMPS SINGLE LEG RIGHT 2D DRIFT","Drift 2D Protocol","11/8/2021","3:49:12 PM",1,0.312,NA,4.7,NA,NA,NA,NA,NA,0.386,NA,NA
"Player 24","5 JUMPS SINGLE LEG RIGHT 2D DRIFT","Drift 2D Protocol","11/8/2021","3:49:12 PM",2,0.35,0.448,5.9,14.99,1.25,0.448,-0.584,-0.584,0.386,0.804,0.804
"Player 24","5 JUMPS SINGLE LEG RIGHT 2D DRIFT","Drift 2D Protocol","11/8/2021","3:49:12 PM",3,0.328,0.436,5.2,13.82,1.31,0.436,-0.413,0.171,0.398,1.076,0.272
"Player 24","5 JUMPS SINGLE LEG RIGHT 2D DRIFT","Drift 2D Protocol","11/8/2021","3:49:12 PM",4,0.32,0.462,4.9,13.02,1.28,0.462,-1.299,-0.886,0.421,1.178,0.102
"Player 24","5 JUMPS SINGLE LEG RIGHT 2D DRIFT","Drift 2D Protocol","11/8/2021","3:49:12 PM",5,0.312,0.438,4.7,12.84,1.33,0.438,-1.49,-0.19,0.398,2.188,1.01
"Player 24","5 JUMPS SINGLE LEG RIGHT 2D DRIFT","Drift 2D Protocol","11/8/2021","3:49:12 PM",6,NA,NA,NA,NA,NA,NA,-1.745,-0.256,1.768,2.582,0.394
"Player 24","5 JUMPS SINGLE LEG LEFT 2D DRIFT","Drift 2D Protocol","11/8/2021","3:49:23 PM",1,0.334,NA,5.4,NA,NA,NA,NA,NA,0.456,NA,NA
"Player 24","5 JUMPS SINGLE LEG LEFT 2D DRIFT","Drift 2D Protocol","11/8/2021","3:49:23 PM",2,0.342,0.368,5.6,15.86,1.41,0.368,0.341,0.341,0.526,0.256,0.256
"Player 24","5 JUMPS SINGLE LEG LEFT 2D DRIFT","Drift 2D Protocol","11/8/2021","3:49:23 PM",3,0.346,0.354,5.8,16.45,1.43,0.354,0.223,-0.118,0.442,1.076,0.82
"Player 24","5 JUMPS SINGLE LEG LEFT 2D DRIFT","Drift 2D Protocol","11/8/2021","3:49:23 PM",4,0.364,0.358,6.4,17.65,1.39,0.358,0.052,-0.171,0.379,1.555,0.479
"Player 24","5 JUMPS SINGLE LEG LEFT 2D DRIFT","Drift 2D Protocol","11/8/2021","3:49:23 PM",5,0.33,0.324,5.3,16.01,1.53,0.324,0.528,0.476,0.458,1.673,0.118
"Player 24","5 JUMPS SINGLE LEG LEFT 2D DRIFT","Drift 2D Protocol","11/8/2021","3:49:23 PM",6,NA,NA,NA,NA,NA,NA,0.358,-0.171,3.272,2.185,0.512
"Player 25","5 JUMPS SINGLE LEG RIGHT 2D DRIFT","Drift 2D Protocol","11/8/2021","3:48:40 PM",1,0.396,NA,7.6,NA,NA,NA,NA,NA,1.557,NA,NA
"Player 25","5 JUMPS SINGLE LEG RIGHT 2D DRIFT","Drift 2D Protocol","11/8/2021","3:48:40 PM",2,0.36,0.462,6.3,15.4,1.22,0.462,0.02,0.02,0.321,0.24,0.24
"Player 25","5 JUMPS SINGLE LEG RIGHT 2D DRIFT","Drift 2D Protocol","11/8/2021","3:48:40 PM",3,0.35,0.462,5.9,14.79,1.23,0.462,0.344,0.325,0.304,-0.138,-0.377
"Player 25","5 JUMPS SINGLE LEG RIGHT 2D DRIFT","Drift 2D Protocol","11/8/2021","3:48:40 PM",4,0.374,0.434,6.8,16.74,1.24,0.434,-0.82,-1.165,0.304,0.65,0.787
"Player 25","5 JUMPS SINGLE LEG RIGHT 2D DRIFT","Drift 2D Protocol","11/8/2021","3:48:40 PM",5,0.346,0.392,5.8,15.66,1.36,0.392,-0.171,0.65,0.906,1.06,0.41
"Player 25","5 JUMPS SINGLE LEG RIGHT 2D DRIFT","Drift 2D Protocol","11/8/2021","3:48:40 PM",6,NA,NA,NA,NA,NA,NA,-0.374,-0.203,1.683,0.719,-0.341
"Player 25","5 JUMPS SINGLE LEG LEFT 2D DRIFT","Drift 2D Protocol","11/8/2021","3:48:54 PM",1,0.348,NA,5.8,NA,NA,NA,NA,NA,0.292,NA,NA
"Player 25","5 JUMPS SINGLE LEG LEFT 2D DRIFT","Drift 2D Protocol","11/8/2021","3:48:54 PM",2,0.348,0.434,5.8,15.08,1.28,0.434,0.276,0.276,0.449,0.394,0.394
"Player 25","5 JUMPS SINGLE LEG LEFT 2D DRIFT","Drift 2D Protocol","11/8/2021","3:48:54 PM",3,0.316,0.438,4.8,13.08,1.33,0.438,-0.171,-0.446,0.438,0.686,0.292
"Player 25","5 JUMPS SINGLE LEG LEFT 2D DRIFT","Drift 2D Protocol","11/8/2021","3:48:54 PM",4,0.342,0.466,5.6,14.26,1.24,0.466,-0.135,0.036,0.467,0.41,-0.276
"Player 25","5 JUMPS SINGLE LEG LEFT 2D DRIFT","Drift 2D Protocol","11/8/2021","3:48:54 PM",5,0.336,0.476,5.4,13.78,1.23,0.476,0.121,0.256,0.968,0.069,-0.341
"Player 25","5 JUMPS SINGLE LEG LEFT 2D DRIFT","Drift 2D Protocol","11/8/2021","3:48:54 PM",6,NA,NA,NA,NA,NA,NA,0.65,0.528,9.045,0,-0.069
"Player 26","5 JUMPS SINGLE LEG RIGHT 2D DRIFT","Drift 2D Protocol","11/8/2021","3:48:03 PM",1,0.426,NA,8.8,NA,NA,NA,NA,NA,0.393,NA,NA
"Player 26","5 JUMPS SINGLE LEG RIGHT 2D DRIFT","Drift 2D Protocol","11/8/2021","3:48:03 PM",2,0.418,0.448,8.4,19.43,1.15,0.448,-0.853,-0.853,0.785,0.308,0.308
"Player 26","5 JUMPS SINGLE LEG RIGHT 2D DRIFT","Drift 2D Protocol","11/8/2021","3:48:03 PM",3,0.43,0.48,8.9,19.6,1.1,0.48,-0.203,0.65,0.555,-0.63,-0.938
"Player 26","5 JUMPS SINGLE LEG RIGHT 2D DRIFT","Drift 2D Protocol","11/8/2021","3:48:03 PM",4,0.432,0.458,9,20.18,1.12,0.458,-0.118,0.085,0.458,-0.236,0.394
"Player 26","5 JUMPS SINGLE LEG RIGHT 2D DRIFT","Drift 2D Protocol","11/8/2021","3:48:03 PM",5,0.442,0.418,9.4,21.86,1.16,0.418,-0.528,-0.41,0.393,0.584,0.82
"Player 26","5 JUMPS SINGLE LEG RIGHT 2D DRIFT","Drift 2D Protocol","11/8/2021","3:48:03 PM",6,NA,NA,NA,NA,NA,NA,-1.214,-0.686,1.175,0.958,0.374
"Player 26","5 JUMPS SINGLE LEG LEFT 2D DRIFT","Drift 2D Protocol","11/8/2021","3:48:18 PM",1,0.428,NA,8.8,NA,NA,NA,NA,NA,1.294,NA,NA
"Player 26","5 JUMPS SINGLE LEG LEFT 2D DRIFT","Drift 2D Protocol","11/8/2021","3:48:18 PM",2,0.438,0.412,9.3,21.73,1.18,0.412,0.24,0.24,0.351,0.377,0.377
"Player 26","5 JUMPS SINGLE LEG LEFT 2D DRIFT","Drift 2D Protocol","11/8/2021","3:48:18 PM",3,0.422,0.392,8.6,21.07,1.23,0.392,-0.207,-0.446,0.347,1.709,1.332
"Player 26","5 JUMPS SINGLE LEG LEFT 2D DRIFT","Drift 2D Protocol","11/8/2021","3:48:18 PM",4,0.398,0.438,7.6,18.26,1.2,0.438,-0.581,-0.374,0.36,1.266,-0.443
